Sample	SBS10a	SBS1	SBS3	SBS21	SBS26	SBS40	SBS9	SBS20	SBS15	SBS10b	SBS28	SBS6	SBS30	SBS13	SBS17a	SBS17b	SBS44	SBS5	SBS2
sysucc-1116T	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672	0
sysucc-1128T	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538	0
sysucc-1135T	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	0
sysucc-1150T	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1171	0
sysucc-1163T	0	274	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	1617	0
sysucc-1171T	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626	0
sysucc-1173T	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609	0
sysucc-1315T	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592	0
sysucc-1317T	0	557	0	0	0	0	0	0	726	0	0	0	0	0	0	0	1416	2242	0
sysucc-1339T	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643	0
sysucc-1370T	0	3396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3208	0
sysucc-1397T	0	1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1931	1682	0
sysucc-1421T	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0
sysucc-1450T	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732	0
sysucc-1465T	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	0
sysucc-1484T	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672	0
sysucc-1512T	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745	0
sysucc-1925T	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	689	0
sysucc-1972T	0	116	0	0	0	0	0	0	0	0	0	0	0	0	47	78	0	719	0
sysucc-2026T	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607	0
sysucc-274T	0	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1020	836	0
sysucc-325T	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787	0
sysucc-627T	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701	0
sysucc-657T	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	0
sysucc-679T	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	0
sysucc-707T	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	887	0
sysucc-715T	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	0
sysucc-731T	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	0
sysucc-743T	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631	0
sysucc-771T	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0
sysucc-773T	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0
sysucc-774T	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609	0
sysucc-783T	0	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1230	1391	0
sysucc-809T	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631	0
sysucc-810T	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	0
sysucc-823T	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0
sysucc-825T	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	860	0
sysucc-826T	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607	0
sysucc-834T	0	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966	1236	0
sysucc-867T	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	0
sysucc-875T	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0
sysucc-880T	0	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1401	1657	0
sysucc-882T	0	48	0	0	1199	0	0	0	375	0	0	0	0	0	0	0	0	912	0
sysucc-918T	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	612	0
sysucc-923T	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	0
sysucc-936T	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0
sysucc-966T	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0
1910786	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
250LT	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0
262LT	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
413LT	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
526LT	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
587220	0	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	277	0
587224	0	486	0	0	0	0	0	0	278	0	0	0	0	0	0	0	323	206	0
587226	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	160	0
587228	0	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	60	0
587234	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	153	0
587238	0	207	0	0	0	0	0	0	398	0	0	0	0	0	0	0	0	291	0
587256	0	179	0	0	0	0	0	0	278	0	0	0	0	0	0	0	244	180	0
587260	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0
587270	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0
587278	0	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	161	0
587282	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
587284	0	71	0	0	0	0	0	0	1167	0	0	0	0	0	0	0	0	932	0
587288	0	29	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	35	0
587290	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0
587298	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
587300	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0
587302	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
587316	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	186	0
587318	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
587322	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
587332	0	121	0	0	0	0	0	0	174	0	0	0	0	0	0	0	461	676	0
587334	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0
587336	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	151	0
587338	0	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	62	0
587340	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
587342	0	630	0	0	0	0	0	1423	0	0	0	0	0	0	0	0	451	666	0
587346	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
587350	0	183	0	0	0	0	0	0	195	0	0	0	0	0	0	0	216	217	0
587352	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0
587354	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
587356	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
587360	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
587362	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
587364	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0
587374	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
587378	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0
587380	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0
587386	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0
587392	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
587398	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
721LT	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0
C106	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
C125	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
C135	0	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	284	0
C391	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	87	0
C467	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	106	0
C547	0	98	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	97	0
C608	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	240	0
C658	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	184	0
C709	0	23	0	0	0	0	0	0	51	0	0	0	0	0	0	0	104	184	0
C80	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
C84	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0
C91	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	284	0
C99	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
CACO2	0	42	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	171	17
CCK81	0	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	1074	0
COLO678	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
CRC-1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
CRC-3	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0
CRC-4	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
CoCM-1	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0
Gp2D	0	469	0	1824	0	0	0	0	0	0	0	0	0	0	0	0	893	2099	0
HCA46	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0
HCA7	0	399	0	0	0	0	0	0	236	0	0	0	0	0	0	0	372	432	0
HDC101	0	66	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	119	38
HDC54	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0
HDC82	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0
HDC90	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0
HRA19	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0
LIM1899	0	114	0	0	0	0	0	0	457	0	0	0	0	0	0	0	0	418	0
LIM2405	0	153	0	0	0	0	0	0	503	0	0	0	0	0	0	0	0	958	0
LIM2551	0	192	0	0	0	0	0	0	247	0	0	0	0	0	0	0	412	372	0
LOVO	0	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	828	480	0
LS174T	0	285	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	1181	0
LS411	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1589	886	0
LS513	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
P140	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
RW2982	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0
RW7213	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
SKCO-1	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0
SNU-C4	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1089	709	0
SW1222	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Single_Sample	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
T1154	0	241	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	862	0
T1182	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0
T1185	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
T1194	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
T1204	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0
T1221	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
T1232	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
T1743	0	223	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	115	0
T1760	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0
T1764	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0
T1844	0	95	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	91	0
T186	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
T20	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0
T204	0	151	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	87	0
T207	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	222	0
T2197	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	219	0
T222	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0
T2225	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
T2258	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
T2272	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	26	0
T2284	0	72	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	75	0
T231	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0
T2345	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
T2384	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0
T2389	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0
T2417	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0
T2418	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0
T2458	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0
T256	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
T2568	0	39	0	0	0	0	0	0	0	0	0	0	0	0	10	24	0	71	0
T2578	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
T2583	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0
T2621	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
T263	0	65	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	607	0
T2643	0	60	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0
T2664	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0
T276	0	114	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	141	0
T2766	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0
T2769	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0
T2926	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
T2931	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0
T2932	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	232	0
T2940	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	521	0
T2941	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0
T2944	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	234	0
T2948	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0
T2949	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
T2950	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	118	0
T2955	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0
T2957	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0
T2959	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0
T2963	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0
T2969	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
T2974	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
T2979	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0
T298	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0
T2987	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0
T2991	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0
T2999	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
T3011	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
T3021	0	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	828	0
T3024	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	389	0
T3033	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
T3038	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0
T3048	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0
T3049	0	100	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	166	0
T3058	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0
T3059	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0
T3062	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0
T3064	0	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662	415	0
T3080	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	398	0
T3082	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
T3088	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0
T3090	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	302	0
T3091	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713	321	0
T3092	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
T3094	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	532	0
T3099	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0
T3101	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0
T3104	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0
T3105	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0
T3109	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
T3116	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0
T3118	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	125	0
T3145	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0
T3147	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0
T3149	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0
T3151	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
T3152	0	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	391	0
T3174	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	413	0
T3182	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0
T3187	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
T3188	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0
T3190	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
T3202	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	307	0
T3203	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0
T3204	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0
T3225	0	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	749	152	0
T3226	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
T3236	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0
T3240	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0
T3246	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
T3254	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
T3255	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0
T3262	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	381	0
T3267	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0
T3298	0	62	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	53	0
T3306	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0
T3309	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
T3336	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0
T3340	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0
T3351	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0
T3431	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0
T3433	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0
T3436	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0
T3446	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	146	0
T3454	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0
T3479	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0
T3498	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	323	0
T3502	0	51	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	63	0
T3503	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	215	0
T3505	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0
T3509	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0
T351	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0
T3527	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
T3535	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	305	0
T3557	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
T36	0	84	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	128	0
T3603	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0
T3610	0	196	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	71	0
T3658	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	433	0
T3668	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0
T3670	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0
T368	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	322	0
T3720	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0
T3724	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939	830	0
T388	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
T407	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	157	0
T464	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
T469	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0
T473	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
T475	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0
T521	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0
T55	0	76	0	0	0	0	0	0	0	0	0	197	0	0	0	0	315	384	0
T595	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
T613	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	207	0
T636	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
T660	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
T684	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
T70	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0
T96	0	186	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	86	0
VACO10	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
TCGA-AA-3549-01A-02D-1953-10	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
